SampleID,Round,Season,Site,No,HRT_d,T_C,Q_total_Tpy,substrate_type,substrate1_name,substrate1_Q,substrate1_pH,substrate1_ALK,substrate1_TS,substrate1_VS,substrate1_TSS,substrate1_VSS,substrate1_COD,substrate1_sCOD,substrate1_TC,substrate1_Protein,substrate1_Lipid,substrate1_TVFAs,substrate1_TVFAs_plus_EtOH,substrate1_EtOH,substrate1_HAc,substrate1_HPro,substrate1_i_HBut,substrate1_HBut,substrate1_i_HVal,substrate1_HVal,substrate1_i_HCap,substrate1_HCap,substrate2_name,substrate2_Q,substrate2_pH,substrate2_ALK,substrate2_TS,substrate2_VS,substrate2_TSS,substrate2_VSS,substrate2_COD,substrate2_sCOD,substrate2_TC,substrate2_Protein,substrate2_Lipid,substrate2_TVFAs,substrate2_TVFAs_plus_EtOH,substrate2_EtOH,substrate2_HAc,substrate2_HPro,substrate2_i_HBut,substrate2_HBut,substrate2_i_HVal,substrate2_HVal,substrate2_i_HCap,substrate2_HCap,substrate3_name,substrate3_Q,substrate3_pH,substrate3_ALK,substrate3_TS,substrate3_VS,substrate3_TSS,substrate3_VSS,substrate3_COD,substrate3_sCOD,substrate3_TC,substrate3_Protein,substrate3_Lipid,substrate3_TVFAs,substrate3_TVFAs_plus_EtOH,substrate3_EtOH,substrate3_HAc,substrate3_HPro,substrate3_i_HBut,substrate3_HBut,substrate3_i_HVal,substrate3_HVal,substrate3_i_HCap,substrate3_HCap,substrate_avg_pH,substrate_avg_ALK,substrate_avg_TS,substrate_avg_VS,substrate_avg_TSS,substrate_avg_VSS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_TVFAs_plus_EtOH,substrate_avg_EtOH,substrate_avg_HAc,substrate_avg_HPro,substrate_avg_i_HBut,substrate_avg_HBut,substrate_avg_i_HVal,substrate_avg_HVal,substrate_avg_i_HCap,substrate_avg_HCap,eff_pH,eff_ALK,eff_TS,eff_VS,eff_TSS,eff_VSS,eff_TC,eff_TKN,eff_TAN,eff_Lipid,eff_COD,eff_sCOD,eff_TVFAs,eff_TVFAs_plus_EtOH,eff_EtOH,eff_HAc,eff_HPro,eff_i_HBut,eff_HBut,eff_i_HVal,eff_HVal,eff_i_HCap,eff_HCap,eff_CO2,eff_CH4,eff_H2S,eff_O2,warning_acid_base_balance,warning_buffer_capacity,warning_acid_accumulation,warning_ammonia_toxicity,warning_biogas_quality
3-21,3,Winter,YCD,21,13.0,30~38,17605.0,(HM)1SC,(HM)1SC,17605.0,5.83,0.0549,29.48,23.97,33.8,27.6,37.33,0.6,7.91,13.82,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,0.0549,29.48,23.97,33.8,27.6,37.33,0.6,7.91,13.82,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,1.5138,23.45,15.82,22.0,15.1,3.94,2.3690199,0.32643355,0.0,24.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,66.4,0.779,0.1,0,0,0,0,0
4-21,4,Spring,YCD,21,13.0,30~38,17605.0,(HM)1SC,(HM)1SC,17605.0,6.27,0.5041,26.25,21.17,28.0,23.2,38.59,0.6,7.57,22.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,0.5041,26.25,21.17,28.0,23.2,38.59,0.6,7.57,22.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,3.08,23.43,17.38,23.6,17.9,5.02,3.2734,0.73045,1.1,28.28,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,65.7,0.908,0.0,0,0,0,0,0
1-22,1,Summer,UJG,22,35.0,25-37,17134.0,FW+HM+Aww,FW+HM+Aww,17134.0,5.82,4.77,40.03,27.9,28.6,23.6,75.75,36.3,8.55,11.687,4.63,0.74,0.74,0.0,0.22,0.1,0.02,0.16,0.03,0.1,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,4.77,40.03,27.9,28.6,23.6,75.75,36.3,8.55,11.687,4.63,0.74,0.74,0.0,0.22,0.1,0.02,0.16,0.03,0.1,0.0,0.12,8.0,10.32,25.23,12.3,19.7,12.8,2.83,3.750288,2.54597,1.78,23.16,6.9,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,67.1,0.034,4.2,0,0,0,1,0
2-22,2,Fall,UJG,22,35.0,25-37,17134.0,FW+HM+Aww,FW+HM+Aww,17134.0,6.03,0.8525,44.5,32.08,27.7,24.5,85.01,11.2,8.17,12.644,0.38,8.91,10.55,1.64,3.63,2.15,0.23,1.62,0.24,0.68,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,0.8525,44.5,32.08,27.7,24.5,85.01,11.2,8.17,12.644,0.38,8.91,10.55,1.64,3.63,2.15,0.23,1.62,0.24,0.68,0.0,0.36,7.82,2.57,23.7,12.0,16.6,11.6,3.99,3.90875,2.4561745,0.62,26.97,3.2,0.09,0.11,0.02,0.04,0.02,0.0,0.01,0.0,0.01,0.0,0.0,20.4,39.5,0.295,7.9,0,0,0,0,1
3-22,3,Winter,UJG,22,35.0,25-37,17134.0,FW+HM+Aww,FW+HM+Aww,17134.0,6.3,0.0,43.23,32.8,28.15,24.05,57.5,28.3,8.36,12.51,2.505,2.81,2.81,0.0,1.54,0.29,0.0,0.46,0.0,0.17,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.0,43.23,32.8,28.15,24.05,57.5,28.3,8.36,12.51,2.505,2.81,2.81,0.0,1.54,0.29,0.0,0.46,0.0,0.17,0.0,0.33,7.7,0.0,27.6,17.03,18.15,12.2,3.41,3.9495294,1.9100058,1.2,46.8,19.2,3.63,3.63,0.0,1.07,0.75,0.18,0.64,0.27,0.4,0.0,0.34,29.6,27.4,0.534,9.0,0,1,0,0,1
4-22,4,Spring,UJG,22,35.0,25-37,17134.0,FW+HM+Aww,FW+HM+Aww,17134.0,6.41,3.79,40.75,31.08,23.3,21.3,60.63,29.8,20.03,13.07,4.3,1.72,1.72,0.0,1.24,0.33,0.0,0.15,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,3.79,40.75,31.08,23.3,21.3,60.63,29.8,20.03,13.07,4.3,1.72,1.72,0.0,1.24,0.33,0.0,0.15,0.0,0.0,0.0,0.0,7.29,8.276,32.65,20.7,23.2,18.0,6.05,3.3353,2.3697,1.55,43.13,17.7,0.2,0.2,0.0,0.03,0.15,0.0,0.0,0.01,0.0,0.0,0.0,35.5,57.7,0.764,1.9,0,0,1,0,0
1-23,1,Summer,CGS,23,27.0,35,251394.0,1SC/2SC,1SC,125697.0,4.83,0.2675,29.97,21.93,29.3,21.5,40.62,3.1,7.51,9.871,2.07,1.46,1.5,0.04,0.92,0.29,0.03,0.14,0.03,0.04,0.0,0.0,2SC,125697.0,6.57,0.7275,27.47,19.7,27.0,19.2,38.57,0.5,3.99,11.017,1.17,0.33,0.33,0.0,0.25,0.02,0.02,0.01,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.1231981788971135,0.4975,28.72,20.815,28.15,20.35,39.595,1.8,5.75,10.444,1.62,0.895,0.915,0.02,0.585,0.155,0.025,0.075,0.035,0.02,0.0,0.0,7.37,4.6275,25.98,16.9,25.0,16.5,2.99,2.302994,0.8578122,1.15,17.7,1.7,0.02,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.16,61.06,2.849,0.1,0,0,0,0,0
2-23,2,Fall,CGS,23,27.0,35,297967.0,1SC/2SC/FW,1SC,125697.0,5.07,0.0268,25.08,19.17,23.2,18.1,28.41,2.0,7.24,8.253,2.6,1.36,1.36,0.0,0.83,0.32,0.0,0.16,0.0,0.05,0.0,0.0,2SC,125697.0,6.55,0.1473,25.68,16.45,24.9,16.2,21.69,0.5,4.62,8.283,1.62,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,FW,46573.0,4.29,0.0,149.9,134.77,111.9,107.0,252.23,48.0,82.44,37.008,12.65,1.96,8.76,6.8,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930866332730551,0.0734438635822087,44.84279272536892,36.09114549597775,37.78117845264744,31.19378353978796,60.55881184829192,8.557143911909709,17.88870760856068,12.760135102209304,3.757428809230552,0.8885042303342316,1.9513615266120072,1.0628572962777756,0.6607059170982021,0.1349915930287582,0.0,0.0674957965143791,0.0042184872821486,0.0210924364107434,0.0,0.0,7.1,0.8405,21.27,13.95,22.0,15.6,3.84,2.144531,0.791258,2.17,20.56,1.4,0.04,0.1,0.06,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.0,33.1,51.3,0.028,3.1,0,0,0,0,0
3-23,3,Winter,CGS,23,27.0,35,297967.0,1SC/2SC/FW,1SC,125697.0,5.54,0.7313,31.92,24.63,28.0,21.5,38.04,1.1,10.32,10.01,4.0,0.53,0.54,0.01,0.28,0.15,0.01,0.06,0.01,0.02,0.0,0.01,2SC,125697.0,6.6,0.5575,29.87,21.93,25.4,18.6,31.31,0.4,7.48,9.86,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,46573.0,3.8,,,,,,,,,,,,,,,,,,,,,,4.58344482313256,,,,,,,,,,,,,,,,,,,,,,7.25,2.0375,27.38,18.25,24.6,16.9,6.21,2.66988748,0.4257369,1.6,25.66,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,51.4,4.019,2.3,0,0,0,0,0
4-23,4,Spring,CGS,23,27.0,35,297967.0,1SC/2SC/FW,1SC,125697.0,4.84,0.0,41.13,33.33,41.9,34.1,54.83,1.6,28.67,15.1,0.7,1.02,1.02,0.0,0.42,0.34,0.02,0.17,0.02,0.06,0.0,0.0,2SC,125697.0,6.29,0.873,30.05,21.63,25.5,19.0,31.02,0.4,9.87,13.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,46573.0,3.74,,110.88,96.75,53.4,51.9,117.47,41.1,75.19,22.53,21.65,1.17,1.17,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458966381757881,,47.35801850540496,38.30707719311199,36.77916010833415,30.51226947950612,54.57657311044511,7.267731997167471,28.010438236449,15.700269090201264,4.312017270368867,0.6131596787563723,0.6131596787563723,0.0,0.3600504418274506,0.1434285675930556,0.0084369745642973,0.0717142837965278,0.0084369745642973,0.0253109236928921,0.0,0.0,7.31,5.134,27.23,18.25,24.7,17.8,7.67,2.9876,1.16555,1.65,25.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,47.4,2.998,2.5,0,0,0,0,1
1-24,1,Summer,GHGa,24,34.0,35~37,39709.0,1S,1S,39709.0,5.62,0.4909,29.82,23.67,29.2,23.9,36.19,1.7,5.06,4.569,4.68,1.0,1.0,0.0,0.15,0.53,0.07,0.12,0.08,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,0.4909,29.82,23.67,29.2,23.9,36.19,1.7,5.06,4.569,4.68,1.0,1.0,0.0,0.15,0.53,0.07,0.12,0.08,0.05,0.0,0.0,7.26,3.05,13.13,9.35,11.9,8.9,2.75,1.457858,0.6042718,1.33,13.6,1.5,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,63.9,1.689,0.0,0,0,0,0,0
2-24,2,Fall,GHGa,24,34.0,35~37,39709.0,1S,1S,39709.0,5.16,0.0808,24.0,19.37,23.2,19.8,33.41,2.3,7.7,7.005,2.78,1.06,1.06,0.0,0.33,0.48,0.05,0.11,0.05,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,0.0808,24.0,19.37,23.2,19.8,33.41,2.3,7.7,7.005,2.78,1.06,1.06,0.0,0.33,0.48,0.05,0.11,0.05,0.04,0.0,0.0,7.46,0.5843,13.62,9.25,12.7,9.5,2.37,1.352216,0.639156,1.88,10.6,0.5,0.06,0.06,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,35.5,64.5,2.2,0.0,0,0,0,0,0
3-24,3,Winter,GHGa,24,34.0,35~37,39709.0,1S,1S,39709.0,4.48,0.457,25.35,22.57,22.3,20.2,42.35,3.2,13.22,9.98,6.52,1.86,1.87,0.01,0.82,0.63,0.02,0.28,0.02,0.08,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,0.457,25.35,22.57,22.3,20.2,42.35,3.2,13.22,9.98,6.52,1.86,1.87,0.01,0.82,0.63,0.02,0.28,0.02,0.08,0.0,0.02,6.08,0.379,58.97,48.4,58.9,48.6,10.59,2.41761518,0.55359185,2.8,39.4,0.6,0.28,0.28,0.0,0.13,0.09,0.0,0.04,0.0,0.01,0.0,0.0,36.3,64.3,1.8,0.0,1,1,0,0,0
4-24,4,Spring,GHGa,24,34.0,35~37,39709.0,1S,1S,39709.0,4.85,0.935,23.15,19.93,21.5,18.8,51.49,3.9,9.14,11.01,0.85,0.71,0.71,0.0,0.35,0.24,0.0,0.09,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,0.935,23.15,19.93,21.5,18.8,51.49,3.9,9.14,11.01,0.85,0.71,0.71,0.0,0.35,0.24,0.0,0.09,0.0,0.03,0.0,0.0,7.2,2.2825,10.98,8.3,12.0,9.2,1.88,1.8845,0.797614,3.65,10.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,66.1,2.15,0.0,0,0,0,0,0
1-25,1,Summer,GHGb,25,34.0,35~37,100200.0,2S,2S,100200.0,6.23,1.8301,8.85,6.97,8.1,6.1,11.12,0.1,2.72,2.958,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,1.8301,8.85,6.97,8.1,6.1,11.12,0.1,2.72,2.958,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,8.235,37.38,25.42,37.3,25.3,9.68,5.433477,2.334687,2.28,44.79,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,63.9,1.689,0.0,0,0,0,0,0
2-25,2,Fall,GHGb,25,34.0,35~37,100200.0,2SC,2SC,100200.0,6.37,0.2555,59.87,46.5,54.9,44.6,34.83,0.3,16.97,25.11,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,0.2555,59.87,46.5,54.9,44.6,34.83,0.3,16.97,25.11,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,1.6188,35.95,23.68,35.7,24.7,7.68,4.405267,1.8487335,3.15,34.67,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,64.5,2.2,0.0,1,0,0,0,0
3-25,3,Winter,GHGb,25,34.0,35~37,100200.0,2SC,2SC,100200.0,6.38,2.7,11.72,9.02,11.1,9.1,17.04,0.7,5.42,14.59,1.83,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,2.7,11.72,9.02,11.1,9.1,17.04,0.7,5.42,14.59,1.83,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.22,7.607,27.1,18.47,28.4,19.4,11.28,5.7680493,1.99135,2.67,36.45,2.8,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,64.3,1.8,0.0,0,0,0,0,0
4-25,4,Spring,GHGb,25,34.0,35~37,100200.0,2SC,2SC,100200.0,6.11,2.535,37.08,29.13,46.3,36.6,70.3,1.1,9.61,24.27,3.1,1.92,1.92,0.0,0.68,0.42,0.08,0.31,0.16,0.24,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,2.535,37.08,29.13,46.3,36.6,70.3,1.1,9.61,24.27,3.1,1.92,1.92,0.0,0.68,0.42,0.08,0.31,0.16,0.24,0.01,0.02,7.75,6.7775,27.3,18.45,29.5,20.2,5.99,4.1008,2.39725,2.15,29.79,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,66.1,2.15,0.0,0,0,0,0,0
1-26,1,Summer,GHH,26,33.9,35~37,124168.0,(HM)1SC/2SC,(HM)1SC,55277.0,4.95,1.6625,55.12,37.63,44.8,33.8,76.8,4.1,11.87,14.255,11.55,140.19,141.26,2.14,69.86,37.02,4.8,16.48,6.06,5.25,0.0,0.72,2SC,68891.0,8.49,5.7475,53.03,35.32,52.9,34.8,64.88,11.6,10.96,17.365,3.33,5.28,5.28,0.0,1.92,1.39,0.54,0.11,1.32,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.301309149232297,3.928943326783068,53.96042434443657,36.34836374911411,49.29404919141808,34.35482088782939,70.18653501707364,8.261156658720443,11.365112992075254,15.980492961149409,6.989372302042395,65.33911402293667,65.81545567295922,0.9526833000451004,32.165468880871074,17.25173176663875,2.4364630178467883,7.397582066232847,3.43014899168868,2.33719033889569,0.0,0.3205289607628374,7.64,6.4025,33.23,21.18,32.8,21.3,6.92,3.718596,1.939218,3.15,28.99,3.6,0.03,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,32.4,63.8,0.010150000000000001,0.0,0,0,0,0,0
2-26,2,Fall,GHH,26,33.9,35~37,124168.0,(HM)MSC,(HM)MSC,124168.0,8.36,1.031,38.65,26.28,32.6,23.0,15.25,5.9,9.63,14.44,2.57,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,1.031,38.65,26.28,32.6,23.0,15.25,5.9,9.63,14.44,2.57,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,5.09,25.98,16.77,25.0,16.4,4.91,2.577663,1.262421,2.35,21.22,1.4,0.32,0.32,0.0,0.18,0.05,0.01,0.01,0.0,0.02,0.02,0.03,33.4,67.2,1.327,0.2,0,0,0,0,0
3-26,3,Winter,GHH,26,33.9,35~37,124168.0,(HM)MSC,(HM)MSC,124168.0,8.84,4.5433,35.95,25.83,40.0,28.9,49.44,9.9,12.56,31.77,3.92,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84,4.5433,35.95,25.83,40.0,28.9,49.44,9.9,12.56,31.77,3.92,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,5.993,25.27,16.93,25.5,17.6,10.81,4.2043371,1.5159615,3.23,40.61,2.6,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,64.3,1.796,0.1,0,0,0,0,0
4-26,4,Spring,GHH,26,33.9,35~37,124168.0,(HM)1SC/2SC,(HM)1SC,55277.0,5.0,1.6625,43.28,36.8,47.6,40.7,95.56,3.4,22.45,17.16,6.2,2.0,2.0,0.0,0.66,0.71,0.05,0.31,0.08,0.17,0.0,0.01,2SC,68891.0,7.85,5.7475,32.05,23.6,37.0,27.6,43.42,0.4,7.9,24.64,1.9,0.17,0.17,0.0,0.05,0.0,0.01,0.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.350701349416727,3.928943326783068,37.04936142967592,29.47636428065202,41.71889858900844,33.431846369434965,66.63163890857548,1.7355373365118223,14.377356082082338,21.310060240963857,3.8142701823336127,0.984677775272212,0.984677775272212,0.0,0.3215592584240706,0.3160771696411313,0.0278071644868243,0.1380055247728883,0.0910964177565878,0.0756804490690032,0.0,0.004451791121706,7.63,2.8875,28.63,19.88,31.1,22.4,8.16,3.7499,2.0029,2.95,35.08,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,66.0,1.835,0.0,0,0,0,0,0
1-27,1,Summer,GHJ,27,25.0,38,25578.0,Fww,Fww,25578.0,3.53,,96.68,81.43,53.2,47.2,184.61,119.8,38.22,25.816,6.93,0.07,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,,96.68,81.43,53.2,47.2,184.61,119.8,38.22,25.816,6.93,0.07,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,5.902,34.75,17.85,32.1,17.6,2.71,5.9634835,3.44128525,1.4,38.08,13.0,0.05,0.06,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,40.8,59.84,0.1174,0.0,0,0,0,1,0
2-27,2,Fall,GHJ,27,25.0,38,25578.0,Fww,Fww,25578.0,3.73,,94.02,79.72,32.5,31.2,176.28,94.4,5.76,27.632,10.18,3.94,8.74,4.81,3.5,0.39,0.0,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,,94.02,79.72,32.5,31.2,176.28,94.4,5.76,27.632,10.18,3.94,8.74,4.81,3.5,0.39,0.0,0.05,0.0,0.0,0.0,0.0,8.1,6.17,32.12,16.02,22.2,14.2,22.76,5.746921,3.496747,2.18,25.83,6.8,0.32,0.35,0.04,0.28,0.03,0.01,0.0,0.0,0.0,0.0,0.0,39.76,59.34,0.0998,0.0,1,0,0,1,0
3-27,3,Winter,GHJ,27,25.0,38,25578.0,Fww,Fww,25578.0,3.41,,87.62,76.13,49.1,47.4,141.24,91.9,25.24,18.49,8.555,3.02,3.02,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,,87.62,76.13,49.1,47.4,141.24,91.9,25.24,18.49,8.555,3.02,3.02,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,6.16,32.5,16.47,24.1,15.3,2.71,5.16419868,2.391043,1.79,31.39,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.18,61.22,0.0726,0.0,0,0,0,0,0
4-27,4,Spring,GHJ,27,25.0,38,25578.0,Fww,Fww,25578.0,3.41,,94.03,78.55,34.2,14.1,197.72,128.6,35.15,24.69,10.45,3.87,3.87,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,,94.03,78.55,34.2,14.1,197.72,128.6,35.15,24.69,10.45,3.87,3.87,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,6.462,32.73,17.08,21.0,22.7,6.72,5.3348,2.6832,2.55,28.69,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,59.46,0.1124,0.0,0,0,0,1,0
1-28,1,Summer,MYS,28,35.0,35,23843.0,FW+Aww,FW+Aww,23843.0,6.08,3.491,57.97,46.23,50.7,42.9,171.65,120.1,8.32,2.773,4.9,1.43,1.47,0.04,0.47,0.14,0.03,0.24,0.05,0.13,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,3.491,57.97,46.23,50.7,42.9,171.65,120.1,8.32,2.773,4.9,1.43,1.47,0.04,0.47,0.14,0.03,0.24,0.05,0.13,0.0,0.36,8.14,10.036,22.13,11.6,17.6,11.6,3.12,5.101784,3.1164365,1.15,20.64,4.9,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,30.6,68.2,0,0.0,1,0,0,1,0
2-28,2,Fall,MYS,28,35.0,35,23843.0,FW+Aww,FW+Aww,23843.0,6.25,1.23,34.08,24.47,26.2,21.5,60.55,27.4,6.21,9.772,2.9,11.0,11.82,0.83,3.61,2.37,0.17,2.34,0.2,1.69,0.08,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.23,34.08,24.47,26.2,21.5,60.55,27.4,6.21,9.772,2.9,11.0,11.82,0.83,3.61,2.37,0.17,2.34,0.2,1.69,0.08,0.54,8.09,1.7623,24.67,6.68,11.0,5.5,1.15,2.281866,1.679706,0.88,7.88,2.5,0.08,0.08,0.01,0.03,0.02,0.0,0.01,0.0,0.01,0.0,0.0,31.8,66.8,0.001,0.4,1,0,0,0,0
3-28,3,Winter,MYS,28,35.0,35,23843.0,FW+Aww,FW+Aww,23843.0,5.15,3.262,71.97,61.45,50.1,44.8,110.5,43.5,51.25,25.28,11.3,4.47,5.54,1.08,2.57,0.72,0.11,0.48,0.2,0.22,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,3.262,71.97,61.45,50.1,44.8,110.5,43.5,51.25,25.28,11.3,4.47,5.54,1.08,2.57,0.72,0.11,0.48,0.2,0.22,0.0,0.17,8.07,11.654,17.73,9.52,15.2,9.5,2.77,3.99432004,2.5723805,2.07,18.63,3.4,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,63.9,3.297,0.4,1,0,0,1,0
4-28,4,Spring,MYS,28,35.0,35,23843.0,FW+Aww,FW+Aww,23843.0,6.97,6.2625,52.8,39.58,39.9,32.3,97.65,38.4,17.03,15.38,7.0,4.79,4.79,0.0,2.08,0.61,0.14,0.73,0.22,0.34,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,6.2625,52.8,39.58,39.9,32.3,97.65,38.4,17.03,15.38,7.0,4.79,4.79,0.0,2.08,0.61,0.14,0.73,0.22,0.34,0.0,0.67,8.07,10.28,23.15,12.35,16.5,11.3,4.07,4.4755,2.9631,1.95,20.04,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,68.4,2.509,0.1,1,0,0,1,0
